Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet,DESIGNER,VERSION
1,,FRAME-LETTER,FRAME1,FRAME-LETTER,CREATIVE_COMMONS,1, ,,Ben Leduc-Mills,v10
2,,M03PTH,JP3 JP4,M03PTH,1X03,2, ,,,
3,,M04PTH,JP2,M04PTH,1X04,1, ,,,
4,,M09NO_SILK,JP7 JP8 JP9 JP10,M09NO_SILK,1X09_NO_SILK,4, ,,,
5,,M10NO_SILK_PTH_FEMALE,JP5 JP6,M10NO_SILK_PTH_FEMALE,1X10_NO_SILK,2, ,,,
6,,SPARK_PHOTONTEMPLATE_WIDE,JP1,SPARK_PHOTONTEMPLATE_WIDE,SPARK_PHOTON_TEMPLATE_WIDE,1, ,,,
7,,OSHW-LOGOS,LOGO2,OSHW-LOGOS,OSHW-LOGO-S,1, ,,,
8,,SFE_LOGO_NAME_FLAME.1_INCH,LOGO1,SFE_LOGO_NAME_FLAME.1_INCH,SFE_LOGO_NAME_FLAME_.1,1, ,,,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-12
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,13 (0 SMD/ 0 THT)
Fitted Components:,13 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,13
