Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC_0805,C1 C2 C3,0.01uF,_0805,3, ,
2,,CAP_CERAMIC_0805,C4 C5,10µF,_0805,2, ,
3,,HEADER-1X770MIL,JP2,HEADER-1X770MIL,1X07_ROUND_70,1, ,
4,,ACCEL_ADXL377,U1,ADXL377,LFCSP16_LQ,1, ,
5,,VREG_SOT23-5,U2,RT9193,SOT23-5,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-02_17-08-32
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,5
Component Count:,8 (0 SMD/ 0 THT)
Fitted Components:,8 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,8
