Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,M01-SMTSO-256-ET,JP1 JP2,M01-SMTSO-256-ET,SMTSO-256-ET,2, ,
2,,M04PTH,JP3,M04PTH,1X04,1, ,
3,,ACS712,U$1,ACS712,SO08,1, ,
4,,CREATIVE_COMMONS,U$4,CREATIVE_COMMONS,CREATIVE_COMMONS,1, ,
5,,LOGO-FLAME-LARGE,U$2,LOGO-FLAME-LARGE,LOGO-FLAME-LARGE,1, ,
6,,OSHW-LOGOS,U$3,OSHW-LOGOS,OSHW-LOGO-S,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-03
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,7 (0 SMD/ 0 THT)
Fitted Components:,7 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,7
