Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,STEMMA_I2C_QTRA,CONN1 CONN2 CONN3 CONN4 CONN5,STEMMA_I2C_QTRA,JST_SH4_RA,5, ,
2,,LED0603_NOOUTLINE,D1,GREEN,CHIPLED_0603_NOOUTLINE,1, ,
3,,HEADER-1X476MIL,JP1 JP4,HEADER-1X476MIL,1X04_ROUND_76,2, ,
4,,RESISTOR_0603_NOOUT,R1,10K,0603-NO,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-23
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,4
Component Count:,9 (0 SMD/ 0 THT)
Fitted Components:,9 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,9
