Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet,Manufacturer,Manufacturer Part No,LCSC Part No,Package
1,,D_TVS,D1,SMF9.0CA,D_SOD-123_Bidirectional,1, ,~,Microdiode Electronics,SMF9.0CA,C123799,SOD-123F-B
2,,Polyfuse,F1,ASMD1206-150,Fuse_1206_3216Metric,1, ,~,Shenzhen JDT Fuse,ASMD1206-150,C135342,F1206
3,,Conn_01x04,J2,SM04B-SRSS-TB(LF)(SN),JST-SR-4,1, ,~,JST Sales America,SM04B-SRSS-TB(LF)(SN),C160404,
4,,TYPE-C-31-M12_13,J1,TYPE-C-31-M12_13,TYPE-C-31-M-12,1, ,,Korean Hroparts,TYPE-C-31-M-12,C165948,
5,,L_Core_Ferrite,L1,60R@100MHz,L_1206_3216Metric,1, ,~,MELED Industrial,MLB3216-600P4A(f),C33600,L1206
6,,Conn_01x01,MH3 MH4,Mount-M2,Generic-Mounthole,2, ,~,,,,
7,,R_Small,R1 R2,5.1k,R_0603,2, ,~,,,,R0603
8,,TPD4E05U06DQAR,U1,TPD4E05U06DQAR,USON-10_2.5x1.0mm_P0.5mm,1, ,,Texas Instruments,TPD4E05U06DQAR,C138714,uSON-10





Project info:
Schematic:,working
Variant:,default
Revision:,C3
Date:,2020-03-22
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,10 (7 SMD/ 1 THT)
Fitted Components:,10 (7 SMD/ 1 THT)
Number of PCBs:,1
Total Components:,10
