Ref,Val,Package,PosX,PosY,Rot,Side
"C1","1uF","C_0805_2012Metric",115.8240,-62.2300,-90.0000,top
"C2","1uF","C_0805_2012Metric",122.6820,-62.0420,-90.0000,top
"C3","0.1uF","C_0805_2012Metric",122.1740,-72.8980,-90.0000,top
"D1","ON","LED_0805_2012Metric",123.1900,-88.1380,180.0000,top
"G***","LOGO","electronic_cats_logo_8x6",115.8500,-80.4900,0.0000,top
"J1","SWD","PinHeader_1x04_P2.54mm_Vertical",119.3600,-88.7000,-90.0000,top
"J2","L_Terminal","PinHeader_1x04_P2.54mm_Vertical",111.8000,-61.8000,0.0000,top
"J3","R_Terminal","PinHeader_1x04_P2.54mm_Vertical",127.0400,-61.8000,0.0000,top
"R1","330R","R_0805_2012Metric",123.1900,-85.5980,0.0000,top
"R2","10K","R_0805_2012Metric",127.5100,-73.2700,90.0000,top
"SW1","SW_RST","SW_SPST_TL3342",125.6080,-79.2480,90.0000,top
"U1","PY32F002AA15M6TU","PY32F002AA15M",117.9020,-72.8599,-90.0000,top
"U2","AP2112K-3.3TRG1","TSOT-23-5",119.5125,-62.0420,0.0000,top
