Ref,Val,Package,PosX,PosY,Rot,Side
"JP1","FTDI Basic","1X06",54.2671,-173.5836,180.0000,bottom
"JP2","","1X02",52.6161,-187.4266,90.0000,bottom
"JP3","","1X01",52.6161,-197.8914,180.0000,bottom
"JP4","","1X01",52.6161,-195.3514,180.0000,bottom
"JP6","","1X12",55.5371,-176.1236,-90.0000,bottom
"JP7","","1X12",40.2971,-204.0636,90.0000,bottom
"JP9","","1X12",73.8251,-176.1236,-90.0000,bottom
"JP10","","1X12",58.5851,-204.0636,90.0000,bottom
"JP11","","1X02",70.9041,-187.4266,90.0000,bottom
"JP12","FTDI Basic","1X06",72.5551,-173.5836,180.0000,bottom
"JP13","","1X01",70.9041,-197.8914,180.0000,bottom
"JP14","","1X01",70.9041,-195.3514,180.0000,bottom
"JP17","","1X12",92.1131,-176.1236,-90.0000,bottom
"JP18","","1X12",76.8731,-204.0636,90.0000,bottom
"JP19","","1X02",89.1921,-187.4266,90.0000,bottom
"JP20","FTDI Basic","1X06",90.8431,-173.5836,180.0000,bottom
"JP21","","1X01",89.1921,-197.8914,180.0000,bottom
"JP22","","1X01",89.1921,-195.3514,180.0000,bottom
"JP25","","1X12",110.4011,-176.1236,-90.0000,bottom
"JP26","","1X12",95.1611,-204.0636,90.0000,bottom
"JP27","","1X02",107.4801,-187.4266,90.0000,bottom
"JP28","FTDI Basic","1X06",109.1311,-173.5836,180.0000,bottom
"JP29","","1X01",107.4801,-197.8914,180.0000,bottom
"JP30","","1X01",107.4801,-195.3514,180.0000,bottom
"JP33","","1X12",128.6891,-176.1236,-90.0000,bottom
"JP34","","1X12",113.4491,-204.0636,90.0000,bottom
"JP35","","1X02",125.7681,-187.4266,90.0000,bottom
"JP36","FTDI Basic","1X06",127.4191,-173.5836,180.0000,bottom
"JP37","","1X01",125.7681,-197.8914,180.0000,bottom
"JP38","","1X01",125.7681,-195.3514,180.0000,bottom
"JP41","","1X12",146.9771,-176.1236,-90.0000,bottom
"JP42","","1X12",131.7371,-204.0636,90.0000,bottom
"JP43","","1X02",144.0561,-187.4266,90.0000,bottom
"JP44","FTDI Basic","1X06",145.7071,-173.5836,180.0000,bottom
"JP45","","1X01",144.0561,-197.8914,180.0000,bottom
"JP46","","1X01",144.0561,-195.3514,180.0000,bottom
"JP49","","1X12",165.2651,-176.1236,-90.0000,bottom
"JP50","","1X12",150.0251,-204.0636,90.0000,bottom
"JP51","","1X02",162.3441,-187.4266,90.0000,bottom
"JP52","FTDI Basic","1X06",163.9951,-173.5836,180.0000,bottom
"JP53","","1X01",162.3441,-197.8914,180.0000,bottom
"JP54","","1X01",162.3441,-195.3514,180.0000,bottom
"JP57","","1X12",183.5531,-176.1236,-90.0000,bottom
"JP58","","1X12",168.3131,-204.0636,90.0000,bottom
"JP59","","1X02",180.6321,-187.4266,90.0000,bottom
"JP60","FTDI Basic","1X06",182.2831,-173.5836,180.0000,bottom
"JP61","","1X01",180.6321,-197.8914,180.0000,bottom
"JP62","","1X01",180.6321,-195.3514,180.0000,bottom
"JP65","","1X12",201.8411,-176.1236,-90.0000,bottom
"JP66","","1X12",186.6011,-204.0636,90.0000,bottom
"JP67","","1X02",198.9201,-187.4266,90.0000,bottom
"JP68","FTDI Basic","1X06",200.5711,-173.5836,180.0000,bottom
"JP69","","1X01",198.9201,-197.8914,180.0000,bottom
"JP70","","1X01",198.9201,-195.3514,180.0000,bottom
"JP73","","1X12",220.1291,-176.1236,-90.0000,bottom
"JP74","","1X12",204.8891,-204.0636,90.0000,bottom
"JP75","","1X02",217.2081,-187.4266,90.0000,bottom
"JP76","FTDI Basic","1X06",218.8591,-173.5836,180.0000,bottom
"JP77","","1X01",217.2081,-197.8914,180.0000,bottom
"JP78","","1X01",217.2081,-195.3514,180.0000,bottom
"JP81","","1X12",238.4171,-176.1236,-90.0000,bottom
"JP82","","1X12",223.1771,-204.0636,90.0000,bottom
"JP83","","1X02",235.4961,-187.4266,90.0000,bottom
"JP84","FTDI Basic","1X06",237.1471,-173.5836,180.0000,bottom
"JP85","","1X01",235.4961,-197.8914,180.0000,bottom
"JP86","","1X01",235.4961,-195.3514,180.0000,bottom
"JP89","","1X12",256.7051,-176.1236,-90.0000,bottom
"JP90","","1X12",241.4651,-204.0636,90.0000,bottom
"JP91","","1X02",253.7841,-187.4266,90.0000,bottom
"JP92","FTDI Basic","1X06",255.4351,-173.5836,180.0000,bottom
"JP93","","1X01",253.7841,-197.8914,180.0000,bottom
"JP94","","1X01",253.7841,-195.3514,180.0000,bottom
"JP97","","1X12",55.5371,-142.5956,-90.0000,bottom
"JP98","","1X12",40.2971,-170.5356,90.0000,bottom
"JP99","","1X02",52.6161,-153.8986,90.0000,bottom
"JP100","FTDI Basic","1X06",54.2671,-140.0556,180.0000,bottom
"JP101","","1X01",52.6161,-164.3634,180.0000,bottom
"JP102","","1X01",52.6161,-161.8234,180.0000,bottom
"JP105","","1X12",73.8251,-142.5956,-90.0000,bottom
"JP106","","1X12",58.5851,-170.5356,90.0000,bottom
"JP107","","1X02",70.9041,-153.8986,90.0000,bottom
"JP108","FTDI Basic","1X06",72.5551,-140.0556,180.0000,bottom
"JP109","","1X01",70.9041,-164.3634,180.0000,bottom
"JP110","","1X01",70.9041,-161.8234,180.0000,bottom
"JP113","","1X12",92.1131,-142.5956,-90.0000,bottom
"JP114","","1X12",76.8731,-170.5356,90.0000,bottom
"JP115","","1X02",89.1921,-153.8986,90.0000,bottom
"JP116","FTDI Basic","1X06",90.8431,-140.0556,180.0000,bottom
"JP117","","1X01",89.1921,-164.3634,180.0000,bottom
"JP118","","1X01",89.1921,-161.8234,180.0000,bottom
"JP121","","1X12",110.4011,-142.5956,-90.0000,bottom
"JP122","","1X12",95.1611,-170.5356,90.0000,bottom
"JP123","","1X02",107.4801,-153.8986,90.0000,bottom
"JP124","FTDI Basic","1X06",109.1311,-140.0556,180.0000,bottom
"JP125","","1X01",107.4801,-164.3634,180.0000,bottom
"JP126","","1X01",107.4801,-161.8234,180.0000,bottom
"JP129","","1X12",128.6891,-142.5956,-90.0000,bottom
"JP130","","1X12",113.4491,-170.5356,90.0000,bottom
"JP131","","1X02",125.7681,-153.8986,90.0000,bottom
"JP132","FTDI Basic","1X06",127.4191,-140.0556,180.0000,bottom
"JP133","","1X01",125.7681,-164.3634,180.0000,bottom
"JP134","","1X01",125.7681,-161.8234,180.0000,bottom
"JP137","","1X12",146.9771,-142.5956,-90.0000,bottom
"JP138","","1X12",131.7371,-170.5356,90.0000,bottom
"JP139","","1X02",144.0561,-153.8986,90.0000,bottom
"JP140","FTDI Basic","1X06",145.7071,-140.0556,180.0000,bottom
"JP141","","1X01",144.0561,-164.3634,180.0000,bottom
"JP142","","1X01",144.0561,-161.8234,180.0000,bottom
"JP145","","1X12",165.2651,-142.5956,-90.0000,bottom
"JP146","","1X12",150.0251,-170.5356,90.0000,bottom
"JP147","","1X02",162.3441,-153.8986,90.0000,bottom
"JP148","FTDI Basic","1X06",163.9951,-140.0556,180.0000,bottom
"JP149","","1X01",162.3441,-164.3634,180.0000,bottom
"JP150","","1X01",162.3441,-161.8234,180.0000,bottom
"JP153","","1X12",183.5531,-142.5956,-90.0000,bottom
"JP154","","1X12",168.3131,-170.5356,90.0000,bottom
"JP155","","1X02",180.6321,-153.8986,90.0000,bottom
"JP156","FTDI Basic","1X06",182.2831,-140.0556,180.0000,bottom
"JP157","","1X01",180.6321,-164.3634,180.0000,bottom
"JP158","","1X01",180.6321,-161.8234,180.0000,bottom
"JP161","","1X12",201.8411,-142.5956,-90.0000,bottom
"JP162","","1X12",186.6011,-170.5356,90.0000,bottom
"JP163","","1X02",198.9201,-153.8986,90.0000,bottom
"JP164","FTDI Basic","1X06",200.5711,-140.0556,180.0000,bottom
"JP165","","1X01",198.9201,-164.3634,180.0000,bottom
"JP166","","1X01",198.9201,-161.8234,180.0000,bottom
"JP169","","1X12",220.1291,-142.5956,-90.0000,bottom
"JP170","","1X12",204.8891,-170.5356,90.0000,bottom
"JP171","","1X02",217.2081,-153.8986,90.0000,bottom
"JP172","FTDI Basic","1X06",218.8591,-140.0556,180.0000,bottom
"JP173","","1X01",217.2081,-164.3634,180.0000,bottom
"JP174","","1X01",217.2081,-161.8234,180.0000,bottom
"JP177","","1X12",238.4171,-142.5956,-90.0000,bottom
"JP178","","1X12",223.1771,-170.5356,90.0000,bottom
"JP179","","1X02",235.4961,-153.8986,90.0000,bottom
"JP180","FTDI Basic","1X06",237.1471,-140.0556,180.0000,bottom
"JP181","","1X01",235.4961,-164.3634,180.0000,bottom
"JP182","","1X01",235.4961,-161.8234,180.0000,bottom
"JP185","","1X12",256.7051,-142.5956,-90.0000,bottom
"JP186","","1X12",241.4651,-170.5356,90.0000,bottom
"JP187","","1X02",253.7841,-153.8986,90.0000,bottom
"JP188","FTDI Basic","1X06",255.4351,-140.0556,180.0000,bottom
"JP189","","1X01",253.7841,-164.3634,180.0000,bottom
"JP190","","1X01",253.7841,-161.8234,180.0000,bottom
"JP193","","1X12",55.5371,-109.0676,-90.0000,bottom
"JP194","","1X12",40.2971,-137.0076,90.0000,bottom
"JP195","","1X02",52.6161,-120.3706,90.0000,bottom
"JP196","FTDI Basic","1X06",54.2671,-106.5276,180.0000,bottom
"JP197","","1X01",52.6161,-130.8354,180.0000,bottom
"JP198","","1X01",52.6161,-128.2954,180.0000,bottom
"JP201","","1X12",73.8251,-109.0676,-90.0000,bottom
"JP202","","1X12",58.5851,-137.0076,90.0000,bottom
"JP203","","1X02",70.9041,-120.3706,90.0000,bottom
"JP204","FTDI Basic","1X06",72.5551,-106.5276,180.0000,bottom
"JP205","","1X01",70.9041,-130.8354,180.0000,bottom
"JP206","","1X01",70.9041,-128.2954,180.0000,bottom
"JP209","","1X12",92.1131,-109.0676,-90.0000,bottom
"JP210","","1X12",76.8731,-137.0076,90.0000,bottom
"JP211","","1X02",89.1921,-120.3706,90.0000,bottom
"JP212","FTDI Basic","1X06",90.8431,-106.5276,180.0000,bottom
"JP213","","1X01",89.1921,-130.8354,180.0000,bottom
"JP214","","1X01",89.1921,-128.2954,180.0000,bottom
"JP217","","1X12",110.4011,-109.0676,-90.0000,bottom
"JP218","","1X12",95.1611,-137.0076,90.0000,bottom
"JP219","","1X02",107.4801,-120.3706,90.0000,bottom
"JP220","FTDI Basic","1X06",109.1311,-106.5276,180.0000,bottom
"JP221","","1X01",107.4801,-130.8354,180.0000,bottom
"JP222","","1X01",107.4801,-128.2954,180.0000,bottom
"JP225","","1X12",128.6891,-109.0676,-90.0000,bottom
"JP226","","1X12",113.4491,-137.0076,90.0000,bottom
"JP227","","1X02",125.7681,-120.3706,90.0000,bottom
"JP228","FTDI Basic","1X06",127.4191,-106.5276,180.0000,bottom
"JP229","","1X01",125.7681,-130.8354,180.0000,bottom
"JP230","","1X01",125.7681,-128.2954,180.0000,bottom
"JP233","","1X12",146.9771,-109.0676,-90.0000,bottom
"JP234","","1X12",131.7371,-137.0076,90.0000,bottom
"JP235","","1X02",144.0561,-120.3706,90.0000,bottom
"JP236","FTDI Basic","1X06",145.7071,-106.5276,180.0000,bottom
"JP237","","1X01",144.0561,-130.8354,180.0000,bottom
"JP238","","1X01",144.0561,-128.2954,180.0000,bottom
"JP241","","1X12",165.2651,-109.0676,-90.0000,bottom
"JP242","","1X12",150.0251,-137.0076,90.0000,bottom
"JP243","","1X02",162.3441,-120.3706,90.0000,bottom
"JP244","FTDI Basic","1X06",163.9951,-106.5276,180.0000,bottom
"JP245","","1X01",162.3441,-130.8354,180.0000,bottom
"JP246","","1X01",162.3441,-128.2954,180.0000,bottom
"JP249","","1X12",183.5531,-109.0676,-90.0000,bottom
"JP250","","1X12",168.3131,-137.0076,90.0000,bottom
"JP251","","1X02",180.6321,-120.3706,90.0000,bottom
"JP252","FTDI Basic","1X06",182.2831,-106.5276,180.0000,bottom
"JP253","","1X01",180.6321,-130.8354,180.0000,bottom
"JP254","","1X01",180.6321,-128.2954,180.0000,bottom
"JP257","","1X12",201.8411,-109.0676,-90.0000,bottom
"JP258","","1X12",186.6011,-137.0076,90.0000,bottom
"JP259","","1X02",198.9201,-120.3706,90.0000,bottom
"JP260","FTDI Basic","1X06",200.5711,-106.5276,180.0000,bottom
"JP261","","1X01",198.9201,-130.8354,180.0000,bottom
"JP262","","1X01",198.9201,-128.2954,180.0000,bottom
"JP265","","1X12",220.1291,-109.0676,-90.0000,bottom
"JP266","","1X12",204.8891,-137.0076,90.0000,bottom
"JP267","","1X02",217.2081,-120.3706,90.0000,bottom
"JP268","FTDI Basic","1X06",218.8591,-106.5276,180.0000,bottom
"JP269","","1X01",217.2081,-130.8354,180.0000,bottom
"JP270","","1X01",217.2081,-128.2954,180.0000,bottom
"JP273","","1X12",238.4171,-109.0676,-90.0000,bottom
"JP274","","1X12",223.1771,-137.0076,90.0000,bottom
"JP275","","1X02",235.4961,-120.3706,90.0000,bottom
"JP276","FTDI Basic","1X06",237.1471,-106.5276,180.0000,bottom
"JP277","","1X01",235.4961,-130.8354,180.0000,bottom
"JP278","","1X01",235.4961,-128.2954,180.0000,bottom
"JP281","","1X12",256.7051,-109.0676,-90.0000,bottom
"JP282","","1X12",241.4651,-137.0076,90.0000,bottom
"JP283","","1X02",253.7841,-120.3706,90.0000,bottom
"JP284","FTDI Basic","1X06",255.4351,-106.5276,180.0000,bottom
"JP285","","1X01",253.7841,-130.8354,180.0000,bottom
"JP286","","1X01",253.7841,-128.2954,180.0000,bottom
"JP289","","1X12",55.5371,-75.5396,-90.0000,bottom
"JP290","","1X12",40.2971,-103.4796,90.0000,bottom
"JP291","","1X02",52.6161,-86.8426,90.0000,bottom
"JP292","FTDI Basic","1X06",54.2671,-72.9996,180.0000,bottom
"JP293","","1X01",52.6161,-97.3074,180.0000,bottom
"JP294","","1X01",52.6161,-94.7674,180.0000,bottom
"JP297","","1X12",73.8251,-75.5396,-90.0000,bottom
"JP298","","1X12",58.5851,-103.4796,90.0000,bottom
"JP299","","1X02",70.9041,-86.8426,90.0000,bottom
"JP300","FTDI Basic","1X06",72.5551,-72.9996,180.0000,bottom
"JP301","","1X01",70.9041,-97.3074,180.0000,bottom
"JP302","","1X01",70.9041,-94.7674,180.0000,bottom
"JP305","","1X12",92.1131,-75.5396,-90.0000,bottom
"JP306","","1X12",76.8731,-103.4796,90.0000,bottom
"JP307","","1X02",89.1921,-86.8426,90.0000,bottom
"JP308","FTDI Basic","1X06",90.8431,-72.9996,180.0000,bottom
"JP309","","1X01",89.1921,-97.3074,180.0000,bottom
"JP310","","1X01",89.1921,-94.7674,180.0000,bottom
"JP313","","1X12",110.4011,-75.5396,-90.0000,bottom
"JP314","","1X12",95.1611,-103.4796,90.0000,bottom
"JP315","","1X02",107.4801,-86.8426,90.0000,bottom
"JP316","FTDI Basic","1X06",109.1311,-72.9996,180.0000,bottom
"JP317","","1X01",107.4801,-97.3074,180.0000,bottom
"JP318","","1X01",107.4801,-94.7674,180.0000,bottom
"JP321","","1X12",128.6891,-75.5396,-90.0000,bottom
"JP322","","1X12",113.4491,-103.4796,90.0000,bottom
"JP323","","1X02",125.7681,-86.8426,90.0000,bottom
"JP324","FTDI Basic","1X06",127.4191,-72.9996,180.0000,bottom
"JP325","","1X01",125.7681,-97.3074,180.0000,bottom
"JP326","","1X01",125.7681,-94.7674,180.0000,bottom
"JP329","","1X12",146.9771,-75.5396,-90.0000,bottom
"JP330","","1X12",131.7371,-103.4796,90.0000,bottom
"JP331","","1X02",144.0561,-86.8426,90.0000,bottom
"JP332","FTDI Basic","1X06",145.7071,-72.9996,180.0000,bottom
"JP333","","1X01",144.0561,-97.3074,180.0000,bottom
"JP334","","1X01",144.0561,-94.7674,180.0000,bottom
"JP337","","1X12",165.2651,-75.5396,-90.0000,bottom
"JP338","","1X12",150.0251,-103.4796,90.0000,bottom
"JP339","","1X02",162.3441,-86.8426,90.0000,bottom
"JP340","FTDI Basic","1X06",163.9951,-72.9996,180.0000,bottom
"JP341","","1X01",162.3441,-97.3074,180.0000,bottom
"JP342","","1X01",162.3441,-94.7674,180.0000,bottom
"JP345","","1X12",183.5531,-75.5396,-90.0000,bottom
"JP346","","1X12",168.3131,-103.4796,90.0000,bottom
"JP347","","1X02",180.6321,-86.8426,90.0000,bottom
"JP348","FTDI Basic","1X06",182.2831,-72.9996,180.0000,bottom
"JP349","","1X01",180.6321,-97.3074,180.0000,bottom
"JP350","","1X01",180.6321,-94.7674,180.0000,bottom
"JP353","","1X12",201.8411,-75.5396,-90.0000,bottom
"JP354","","1X12",186.6011,-103.4796,90.0000,bottom
"JP355","","1X02",198.9201,-86.8426,90.0000,bottom
"JP356","FTDI Basic","1X06",200.5711,-72.9996,180.0000,bottom
"JP357","","1X01",198.9201,-97.3074,180.0000,bottom
"JP358","","1X01",198.9201,-94.7674,180.0000,bottom
"JP361","","1X12",220.1291,-75.5396,-90.0000,bottom
"JP362","","1X12",204.8891,-103.4796,90.0000,bottom
"JP363","","1X02",217.2081,-86.8426,90.0000,bottom
"JP364","FTDI Basic","1X06",218.8591,-72.9996,180.0000,bottom
"JP365","","1X01",217.2081,-97.3074,180.0000,bottom
"JP366","","1X01",217.2081,-94.7674,180.0000,bottom
"JP369","","1X12",238.4171,-75.5396,-90.0000,bottom
"JP370","","1X12",223.1771,-103.4796,90.0000,bottom
"JP371","","1X02",235.4961,-86.8426,90.0000,bottom
"JP372","FTDI Basic","1X06",237.1471,-72.9996,180.0000,bottom
"JP373","","1X01",235.4961,-97.3074,180.0000,bottom
"JP374","","1X01",235.4961,-94.7674,180.0000,bottom
"JP377","","1X12",256.7051,-75.5396,-90.0000,bottom
"JP378","","1X12",241.4651,-103.4796,90.0000,bottom
"JP379","","1X02",253.7841,-86.8426,90.0000,bottom
"JP380","FTDI Basic","1X06",255.4351,-72.9996,180.0000,bottom
"JP381","","1X01",253.7841,-97.3074,180.0000,bottom
"JP382","","1X01",253.7841,-94.7674,180.0000,bottom
"JP385","","1X12",55.5371,-42.0116,-90.0000,bottom
"JP386","","1X12",40.2971,-69.9516,90.0000,bottom
"JP387","","1X02",52.6161,-53.3146,90.0000,bottom
"JP388","FTDI Basic","1X06",54.2671,-39.4716,180.0000,bottom
"JP389","","1X01",52.6161,-63.7794,180.0000,bottom
"JP390","","1X01",52.6161,-61.2394,180.0000,bottom
"JP393","","1X12",73.8251,-42.0116,-90.0000,bottom
"JP394","","1X12",58.5851,-69.9516,90.0000,bottom
"JP395","","1X02",70.9041,-53.3146,90.0000,bottom
"JP396","FTDI Basic","1X06",72.5551,-39.4716,180.0000,bottom
"JP397","","1X01",70.9041,-63.7794,180.0000,bottom
"JP398","","1X01",70.9041,-61.2394,180.0000,bottom
"JP401","","1X12",92.1131,-42.0116,-90.0000,bottom
"JP402","","1X12",76.8731,-69.9516,90.0000,bottom
"JP403","","1X02",89.1921,-53.3146,90.0000,bottom
"JP404","FTDI Basic","1X06",90.8431,-39.4716,180.0000,bottom
"JP405","","1X01",89.1921,-63.7794,180.0000,bottom
"JP406","","1X01",89.1921,-61.2394,180.0000,bottom
"JP409","","1X12",110.4011,-42.0116,-90.0000,bottom
"JP410","","1X12",95.1611,-69.9516,90.0000,bottom
"JP411","","1X02",107.4801,-53.3146,90.0000,bottom
"JP412","FTDI Basic","1X06",109.1311,-39.4716,180.0000,bottom
"JP413","","1X01",107.4801,-63.7794,180.0000,bottom
"JP414","","1X01",107.4801,-61.2394,180.0000,bottom
"JP417","","1X12",128.6891,-42.0116,-90.0000,bottom
"JP418","","1X12",113.4491,-69.9516,90.0000,bottom
"JP419","","1X02",125.7681,-53.3146,90.0000,bottom
"JP420","FTDI Basic","1X06",127.4191,-39.4716,180.0000,bottom
"JP421","","1X01",125.7681,-63.7794,180.0000,bottom
"JP422","","1X01",125.7681,-61.2394,180.0000,bottom
"JP425","","1X12",146.9771,-42.0116,-90.0000,bottom
"JP426","","1X12",131.7371,-69.9516,90.0000,bottom
"JP427","","1X02",144.0561,-53.3146,90.0000,bottom
"JP428","FTDI Basic","1X06",145.7071,-39.4716,180.0000,bottom
"JP429","","1X01",144.0561,-63.7794,180.0000,bottom
"JP430","","1X01",144.0561,-61.2394,180.0000,bottom
"JP433","","1X12",165.2651,-42.0116,-90.0000,bottom
