Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0603_NO,C4 C5,1uF,0603-NO,2, ,
2,,CAP_CERAMIC0805-NOOUTLINE,C3 C8,10uF,0805-NO,2, ,
3,,USB_TYPEAPCB,CN1,USB A,USBA_PCB,1, ,
4,,ATSAMD21E,IC3,ATSAMD21E,QFN32_5MM,1, ,
5,,WS2812B_SK6812E,LED1 LED2,WS2812B_SK6812E,NEO3535_REVERSE,2, ,
6,,SLIDE_POT_35MM,POT1,SLIDE_POT_35MM,SLIDE_POT_35MM,1, ,
7,,SWITCH_TACT_SMT4.6X2.8,Q2,reset,BTN_KMR2_4.6X2.8,1, ,
8,,TPTP16R,RST0 SWD0,TPTP16R,TP16R,2, ,
9,,TPTP15R,SWC0,TPTP15R,TP15R,1, ,
10,,VREG_SOT23-5,U1,AP2112K-3.3,SOT23-5,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-23
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,10
Component Count:,14 (0 SMD/ 0 THT)
Fitted Components:,14 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,14
