Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,C-USC0805K,C1,0.1uF,C0805K,1, ,
2,,AT42QT1070-SSU,IC1,AT42QT1070-SSU,SO14,1, ,
3,,PINHD-1X6CB,JP1 JP3,PINHD-1X6CB,1X06-CLEANBIG,2, ,
4,,LEDCHIP-LED0805,LED1 LED2 LED3 LED4 LED5,LEDCHIP-LED0805,CHIP-LED0805,5, ,
5,,R-US_R0805,R6 R7 R8 R9 R10,470,R0805,5, ,
6,,R-US_R0805,R1 R2 R3 R4 R5,10K,R0805,5, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-23
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,19 (0 SMD/ 0 THT)
Fitted Components:,19 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,19
