Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0805,C1,10uF,0805,1, ,
2,,HEADER-1X7THICKER,JP1,HEADER-1X7THICKER,1X07_ROUND_76,1, ,
3,,RESISTOR0805,R1 R2 R3 R4 R5,10K,0805,5, ,
4,,TMP006,U1,TMP006AIYZFR,WCSP-8,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-23
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,4
Component Count:,8 (0 SMD/ 0 THT)
Fitted Components:,8 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,8
