Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,FRAME-LETTER,FRAME1,FRAME-LETTER,CREATIVE_COMMONS,1, ,
2,,AVR_SPI_PRG_6NS,J2,AVR_SPI_PRG_6NS,2X3-NS,1, ,
3,,JST_2MM_MALE,J4,JST_2MM_MALE,JST-2-SMD,1, ,
4,,M03X2POGO_PINS,J1 J3,M03X2POGO_PINS,2X3_POGO,2, ,
5,,LOGO-SFENW2,JP6,LOGO-SFENW2,SFE-NEW-WEB,1, ,
6,,M06POLAR,JP1,M06POLAR,MOLEX-1X6,1, ,
7,,STAND-OFF,JP2 JP3 JP4 JP5,STAND-OFF,STAND-OFF,4, ,
8,,OSHW-LOGOS,U$1,OSHW-LOGOS,OSHW-LOGO-S,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-04
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,12 (0 SMD/ 0 THT)
Fitted Components:,12 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,12
