Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,1.0UF50V10%(1206),C1,1uF,1206-CAP,1, ,
2,,2.2UF50V10%(1206),C2,2.2uF,1206-CAP,1, ,
3,,CONN_023.5MM_LOCK,CH1,CONN_023.5MM_LOCK,SCREWTERMINAL-3.5MM-2_LOCK,1, ,
4,,DIODE-SCHOTTKY-MBRA140,D1,DIODE-SCHOTTKY-MBRA140,SMA-DIODE,1, ,
5,,FRAME-LETTER,FRAME1,FRAME-LETTER,CREATIVE_COMMONS,1, ,
6,,M02PTH,JP2,M02PTH,1X02@1,1, ,
7,,M04PTH,JP1,M04PTH,1X04,1, ,
8,,INDUCTOR-SRN6045-33UH,L1,33µH/±20%/1.4A,SRN6045,1, ,
9,,OSHW-LOGOS,LOGO1,OSHW-LOGOS,OSHW-LOGO-S,1, ,
10,,SFE_LOGO_NAME_FLAME.1_INCH,LOGO2,SFE_LOGO_NAME_FLAME.1_INCH,SFE_LOGO_NAME_FLAME_.1,1, ,
11,,0.3OHM-1/8W-1%(0805),R1 R2,0.3R,0805,2, ,
12,,JUMPER-SMT_2_NO_NO-SILK,SJ2,JUMPER-SMT_2_NO_NO-SILK,SMT-JUMPER_2_NO_NO-SILK,1, ,
13,,AL8860,U1,AL8860,SOT23-5,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-02
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,13
Component Count:,14 (0 SMD/ 0 THT)
Fitted Components:,14 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,14
