Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,C-EUC0603,C1 C2 C6 C10,1uF,C0603,4, ,
2,,PINHD-1X1CB,DIN0 DOUT0 GND0 GND_2 VDD0,PINHD-1X1CB,1X01-CLEANBIG,5, ,
3,,WS2812B5050,LED1 LED2 LED3 LED4 LED5 LED6 LED7,WS2812B5050,WS2812B,7, ,
4,,RESISTOR_0603_NOOUT,R1,470,0603-NO,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-22
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,4
Component Count:,17 (0 SMD/ 0 THT)
Fitted Components:,17 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,17
