Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,LOGO-SFENW2,JP10,LOGO-SFENW2,SFE-NEW-WEB,1, ,
2,,LOGO-SFESK,JP9,LOGO-SFESK,SFE-LOGO-FLAME,1, ,
3,,M07,JP1,M07,1X07,1, ,
4,,STAND-OFF,JP3 JP4 JP5 JP6,STAND-OFF,STAND-OFF,4, ,
5,,RESISTOR0603-RES,R1 R2 R3 R4 R5,10K,0603-RES,5, ,
6,,JOYSTICK_MINI,S1,5-WAY-TACTILE-SWITCH,JOYSTICK_MINI,1, ,
7,,CREATIVE_COMMONS,U$2,CREATIVE_COMMONS,CREATIVE_COMMONS,1, ,
8,,OSHW-LOGOS,U$1,OSHW-LOGOS,OSHW-LOGO-S,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-55-57
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,15 (0 SMD/ 0 THT)
Fitted Components:,15 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,15
