Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,C-USC0805,C1,10uF,C0805,1, ,
2,,1X4-CLEANBIG,CN1,1X4-CLEANBIG,1X04-CLEANBIG,1, ,
3,,DIODESOD-323F,D1,1N4148,SOD-323F,1, ,
4,,DISP_SEGMENT_8X8_ROWCATHODE,LED1,BL-M07C881UR,SEGMENT_BL-M07C881UR,1, ,
5,,R-US_R0805,R1 R2 R3 R4,10K,R0805,4, ,
6,,HT16K33_SOP24,U1,HT16K33_SOP24,SOP24_300MIL,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-22
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,9 (0 SMD/ 0 THT)
Fitted Components:,9 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,9
