Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,FKIT-RIBBON_CONNECTOR-2MM_L_REV2,J1 J2,FKIT-RIBBON_CONNECTOR-2MM_L_REV2,FKIT-RIBBON_CONNECTOR_03_2MM_L,2, ,
2,,FKIT-RIBBON_CONNECTOR-2MM_R_REV2,J3 J4,FKIT-RIBBON_CONNECTOR-2MM_R_REV2,FKIT-RIBBON_CONNECTOR_03_2MM_R,2, ,
3,,LED,LED1,LED,FKIT-LED-1206_NO_CREAM,1, ,
4,,LED-3MM-NO_SILK,LED2,LED-3MM-NO_SILK,LED3MM-NS,1, ,
5,,RESISTOR0603,R1,RESISTOR0603,0603-RES,1, ,
6,,CREATIVE_COMMONS,U$1,CREATIVE_COMMONS,CREATIVE_COMMONS,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-02
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,8 (0 SMD/ 0 THT)
Fitted Components:,8 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,8
