Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0805-NOOUTLINE,C3,1uF,0805-NO,1, ,
2,,CAP_CERAMIC0805-NOOUTLINE,C1 C2,10uF,0805-NO,2, ,
3,,AP3602,IC1,AP3602,SOT23-6,1, ,
4,,HEADER-1X4ROUND,JP1,HEADER-1X4ROUND,1X04_ROUND,1, ,
5,,RESISTOR0805_NOOUTLINE,R1,100K,0805-NO,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-02_17-08-32
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,5
Component Count:,6 (0 SMD/ 0 THT)
Fitted Components:,6 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,6
