Ref,Val,Package,PosX,PosY,Rot,Side
"C1","10uF","0805-NO",157.5181,-97.3836,180.0000,top
"C2","10uF","0805-NO",154.3431,-93.7006,-90.0000,top
"C4","0.1uF","0805-NO",132.2451,-94.5896,0.0000,top
"IC1","4050D","SO16",149.8981,-105.3846,-90.0000,top
"IC2","mic5225-3.3","SOT23-5L",157.5181,-93.7006,0.0000,top
"JP1","","1X11_ROUND_76",168.8211,-105.0036,-90.0000,top
"Q2","MICROSD","MICROSD",143.6751,-98.7806,-90.0000,top
"Q3","BSS138","SOT23-WIDE",136.4361,-115.4176,90.0000,top
"R3","~2.2K","0805-NO",141.0081,-116.1796,0.0000,top
"U$1","","ADAFRUIT_5MM",155.9941,-104.4956,0.0000,top
"U$3","FIDUCIAL","FIDUCIAL_1MM",168.6941,-120.4976,0.0000,top
"U$4","FIDUCIAL","FIDUCIAL_1MM",129.5781,-89.7636,0.0000,top
"U$5","FIDUCIAL","FIDUCIAL_1MM",168.6941,-89.7636,0.0000,top
"U$7","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",128.8161,-85.9536,0.0000,top
"U$8","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",128.8161,-124.0536,0.0000,top
"U$9","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",168.1861,-85.9536,0.0000,top
"U$10","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",168.1861,-124.0536,0.0000,top
