"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"U18,U21,U3,U24,U27,U15,U12,U6,U9";"SO016";9;"HEX_CONVERTER";;;
2;"J3,J9,J2,J7,J8,J6,J5,J4,J1";"2X3-NS";9;"AVR_SPI_PRG_6NS";;;
3;"U10,U4,U19,U16,U2,U25,U22,U7,U13";"UNO_R3_SHIELD_NOLABELS";9;"ARDUINO_R3_SHIELDNOLABELS";;;
4;"JP59,JP52,JP31,JP38,JP5,JP10,JP17,JP45,JP24";"1X10";9;"M10"";;;
5;"JP47,JP12,JP23,JP30,JP44,JP16,JP61,JP26,JP54,JP58,JP7,JP40,JP19,JP51,JP9,JP4,JP37,JP33";"1X08";18;"";;;
6;"R4,R7,R8,R3,R2,R5,R6,R9,R1";"0603-RES";9;"1k";;;
7;"LED1,LED8,LED4,LED5,LED2,LED9,LED3,LED7,LED6";"LED-0603";9;"Red";;;
8;"U17,U23,U14,U1,U26,U20,U8,U5,U11";"MICRO-SD-SOCKET-PP";9;"USD-SOCKETNEW";;;
9;"JP41,JP42,JP3,JP55,JP48,JP56,JP49,JP14,JP62,JP13,JP21,JP35,JP20,JP2,JP28,JP27,JP63,JP34";"FIDUCIAL-1X2";18;"FIDUCIAL1X2";;;
10;"C25,C13,C8,C22,C19,C11,C4,C2,C14,C1,C17,C10,C26,C16,C20,C5,C7,C23";"0603-CAP";18;"0.1uF";;;
11;"SJ15,SJ16,SJ11,SJ2,SJ3,SJ14,SJ8,SJ17,SJ13,SJ1,SJ10,SJ9,SJ7,SJ6,SJ5,SJ18,SJ4,SJ12";"SJ_2S";18;"SOLDERJUMPERNC";;;
12;"C9,C15,C12,C18,C6,C24,C3,C21,C27";"0603-CAP";9;"10uF";;;
13;"JP50,JP1,JP29,JP57,JP8,JP22,JP15,JP36,JP43";"SFE_LOGO_NAME_FLAME_.1";9;"SFE_LOGO_NAME_FLAME.1_INCH";;;
14;"LOGO15,LOGO1,LOGO13,LOGO3,LOGO11,LOGO7,LOGO17,LOGO5,LOGO9";"OSHW-LOGO-M";9;"OSHW-LOGOM";;;
15;"JP32,JP53,JP60,JP18,JP6,JP11,JP46,JP25,JP39";"1X06";9;"";;;
16;"S4,S2,S1,S7,S5,S9,S8,S6,S3";"TACTILE_SWITCH_SMD";9;"";;;
17;"E$1";"FIDUCIAL-1.5X3";1;"";;;
18;"E$8,E$6";"FIDUCIAL-1X2";2;"";;;
19;"LOGO6,LOGO12,LOGO10,LOGO16,LOGO4,LOGO14,LOGO2,LOGO18,LOGO8";"SFE_LOGO_FLAME_.6";9;"SFE_LOGO_FLAME.6_INCH";;;
