"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"U2";"QFN-32";1;"NRF24LU1";;;
2;"R5,R4";"0402-RES";2;"10k";;;
3;"Q1";"CRYSTAL-SMD-5X3";1;"16MHz";;;
4;"R6,R7";"0402-RES";2;"22";;;
5;"L2,L3";"C0402";2;"6.8nH";;;
6;"J$1";"SMA-EDGE";1;"SMA_EDGE";;;
7;"R1";"0402-RES";1;"1M";;;
8;"C3,C4";"0402-CAP";2;"15pF";;;
9;"C6,C5";"0402-CAP";2;"33nF";;;
10;"R3";"1206";1;"10";;;
11;"C7,C8";"0402-CAP";2;"10n";;;
12;"C14,C1";"EIA3216";2;"10uF";;;
13;"U$13,U$12";"FIDUCIAL-1X2";2;"FIDUCIAL1X2";;;
14;"C11";"0402-CAP";1;"1.0pF";;;
15;"U1";"SOT23-5";1;"3.3V";;;
16;"C10";"0402-CAP";1;"2.2nF";;;
17;"R2";"0402-RES";1;"22k";;;
18;"C2";"0402-CAP";1;"0.1uF";;;
19;"U$14";"SFE-LOGO-FLAME";1;"LOGO-SFESK";;;
20;"L1";"C0402";1;"4.7nH";;;
21;"C12";"0402-CAP";1;"1.2pF";;;
22;"X1";"USB-MINIB";1;"USBSMD";;;
23;"JP1";"1X10";1;"M10"";;;
24;"C13";"0402-CAP";1;"100nF";;;
25;"JP2";"SFE-NEW-WEBLOGO";1;"LOGO-SFENEW";;;
