Ref,Val,Package,PosX,PosY,Rot,Side
"H1","MountingHole_Pad","MountingHole_3.4mm",7.0000,-3.0000,0.0000,top
"H2","MountingHole_Pad","MountingHole_3.4mm",7.0000,-125.5000,0.0000,top
