Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0805,C1,0.1µF,0805,1, ,
2,,TERMBLOCK_1X2,J1,TERMBLOCK_1X2,TERMBLOCK_1X2-3.5MM,1, ,
3,,HEADER-1X570MIL,JP1,HEADER-1X570MIL,1X05_ROUND_70,1, ,
4,,RESISTOR_DUAL,R1,10K,0805-THM,1, ,
5,,RESISTOR2512,RSHUNT0,0.1/1% (PT2512FK-070R1L),2512,1, ,
6,,INA169,U1,INA169,SOT23-5,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-22
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,6 (0 SMD/ 0 THT)
Fitted Components:,6 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,6
