Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CREATIVE_COMMONS,CC_TEXT1,CREATIVE_COMMONS,CREATIVE_COMMONS,1, ,
2,,LOGO-SFESK,JP2,LOGO-SFESK,SFE-LOGO-FLAME,1, ,
3,,M03PTH,JP1,M03PTH,1X03,1, ,
4,,STAND-OFF,JP3,STAND-OFF,STAND-OFF,1, ,
5,,RESISTOR0603-RES,R1,100,0603-RES,1, ,
6,,RESISTOR0603-RES,R2,10K,0603-RES,1, ,
7,,QRE11131{colon}1,U1,QRE11131{colon}1,QRE1113-1_1,1, ,
8,,OSHW-LOGOS,U$1,OSHW-LOGOS,OSHW-LOGO-S,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-13
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,8 (0 SMD/ 0 THT)
Fitted Components:,8 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,8
