Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0805-NOOUTLINE,C2,10uF,0805-NO,1, ,
2,,CAP_CERAMIC0805-NOOUTLINE,C1,22uF,0805-NO,1, ,
3,,HEADER-1X4ROUND,JP1,HEADER-1X4ROUND,1X04_ROUND,1, ,
4,,INDUCTORNRH2412T,L1,2.2uH/NRH2412T2R2MNGH,INDUCTOR_TAIYOYUDEN_NRH2412T,1, ,
5,,RESISTOR0805_NOOUTLINE,R1,100K,0805-NO,1, ,
6,,VREG_LM3671,U1,LM3671MF-3.3/NOPB,SOT23-5,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-22
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,6 (0 SMD/ 0 THT)
Fitted Components:,6 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,6
