Ref,Val,Package,PosX,PosY,Rot,Side
"A1","","ANT-2.4GHZ-8.0X1.0MM",59.7395,-123.3932,90.0000,top
"A2","","ANT-2.4GHZ-8.0X1.0MM",82.2465,-123.3932,90.0000,top
"A3","","ANT-2.4GHZ-8.0X1.0MM",104.7559,-123.3932,90.0000,top
"A4","","ANT-2.4GHZ-8.0X1.0MM",127.2629,-123.3932,90.0000,top
"A5","","ANT-2.4GHZ-8.0X1.0MM",149.7724,-123.3932,90.0000,top
"A6","","ANT-2.4GHZ-8.0X1.0MM",172.2793,-123.3932,90.0000,top
"A7","","ANT-2.4GHZ-8.0X1.0MM",194.7888,-123.3932,90.0000,top
"A8","","ANT-2.4GHZ-8.0X1.0MM",217.2957,-123.3932,90.0000,top
"A9","","ANT-2.4GHZ-8.0X1.0MM",79.7065,-86.6140,-90.0000,top
"A10","","ANT-2.4GHZ-8.0X1.0MM",102.2159,-86.6140,-90.0000,top
"A11","","ANT-2.4GHZ-8.0X1.0MM",124.7229,-86.6140,-90.0000,top
"A12","","ANT-2.4GHZ-8.0X1.0MM",147.2324,-86.6140,-90.0000,top
"A13","","ANT-2.4GHZ-8.0X1.0MM",169.7393,-86.6140,-90.0000,top
"A14","","ANT-2.4GHZ-8.0X1.0MM",192.2488,-86.6140,-90.0000,top
"A15","","ANT-2.4GHZ-8.0X1.0MM",214.7557,-86.6140,-90.0000,top
"A16","","ANT-2.4GHZ-8.0X1.0MM",237.2627,-86.6140,-90.0000,top
"C1","270pF","0402-TIGHT",63.4225,-128.5054,0.0000,top
"C2","270pF","0402-TIGHT",63.4225,-129.5302,180.0000,top
"C3","12pF","0402-TIGHT",67.4795,-122.2956,-90.0000,top
"C4","12pF","0402-TIGHT",71.4945,-122.2956,90.0000,top
"C5","10nF","0402-TIGHT",65.1305,-121.7896,180.0000,top
"C8","DNP","0402-TIGHT",62.5335,-126.6190,90.0000,top
"C9","15pF","0402-TIGHT",61.5175,-134.0866,0.0000,top
"C10","DNP","0402-TIGHT",65.3529,-126.5936,90.0000,top
"C11","270pF","0402-TIGHT",85.9295,-128.5054,0.0000,top
"C12","0.1uF","0402-TIGHT",95.5755,-122.3036,90.0000,top
"C13","100pF","0402-TIGHT",89.0565,-122.2936,90.0000,top
"C14","270pF","0402-TIGHT",85.9295,-129.5302,180.0000,top
"C15","0.1uF","0402-TIGHT",86.1985,-123.2306,90.0000,top
"C17","0.1uF","0402-TIGHT",73.0685,-122.3036,90.0000,top
"C18","100pF","0402-TIGHT",66.5495,-122.2936,90.0000,top
"C20","0.1uF","0402-TIGHT",63.6915,-123.2306,90.0000,top
"C23","0.1uF","0402-TIGHT",74.1155,-122.3036,90.0000,top
"C24","1.0uF","0402-TIGHT",74.0045,-132.5556,-90.0000,top
"C25","0.1uF","0402-TIGHT",68.9635,-134.8686,-90.0000,top
"C26","15pF","0402-TIGHT",63.5495,-134.0866,180.0000,top
"C27","3.0nF","0402-TIGHT",65.1305,-122.7956,0.0000,top
"C28","0.1uF","0402-TIGHT",96.6225,-122.3036,90.0000,top
"C29","1.0uF","0402-TIGHT",96.5115,-132.5556,-90.0000,top
"C30","0.1uF","0402-TIGHT",91.4705,-134.8686,-90.0000,top
"C31","15pF","0402-TIGHT",86.0565,-134.0866,180.0000,top
"C32","3.0nF","0402-TIGHT",87.6375,-122.7956,0.0000,top
"C33","12pF","0402-TIGHT",89.9865,-122.2956,-90.0000,top
"C34","12pF","0402-TIGHT",94.0015,-122.2956,90.0000,top
"C35","10nF","0402-TIGHT",87.6375,-121.7896,180.0000,top
"C36","15pF","0402-TIGHT",84.0245,-134.0866,0.0000,top
"C39","DNP","0402-TIGHT",85.0405,-126.6190,90.0000,top
"C40","DNP","0402-TIGHT",87.8599,-126.5936,90.0000,top
"C41","270pF","0402-TIGHT",108.4389,-128.5054,0.0000,top
"C42","0.1uF","0402-TIGHT",118.0849,-122.3036,90.0000,top
"C43","100pF","0402-TIGHT",111.5659,-122.2936,90.0000,top
"C44","270pF","0402-TIGHT",108.4389,-129.5302,180.0000,top
"C45","0.1uF","0402-TIGHT",108.7079,-123.2306,90.0000,top
"C48","0.1uF","0402-TIGHT",119.1319,-122.3036,90.0000,top
"C49","1.0uF","0402-TIGHT",119.0209,-132.5556,-90.0000,top
"C50","0.1uF","0402-TIGHT",113.9799,-134.8686,-90.0000,top
"C51","15pF","0402-TIGHT",108.5659,-134.0866,180.0000,top
"C52","3.0nF","0402-TIGHT",110.1469,-122.7956,0.0000,top
"C53","12pF","0402-TIGHT",112.4959,-122.2956,-90.0000,top
"C54","12pF","0402-TIGHT",116.5109,-122.2956,90.0000,top
"C55","10nF","0402-TIGHT",110.1469,-121.7896,180.0000,top
"C56","15pF","0402-TIGHT",106.5339,-134.0866,0.0000,top
"C59","DNP","0402-TIGHT",107.5499,-126.6190,90.0000,top
"C60","DNP","0402-TIGHT",110.3693,-126.5936,90.0000,top
"C61","270pF","0402-TIGHT",130.9459,-128.5054,0.0000,top
"C62","0.1uF","0402-TIGHT",140.5919,-122.3036,90.0000,top
"C63","100pF","0402-TIGHT",134.0729,-122.2936,90.0000,top
"C64","270pF","0402-TIGHT",130.9459,-129.5302,180.0000,top
"C65","0.1uF","0402-TIGHT",131.2149,-123.2306,90.0000,top
"C68","0.1uF","0402-TIGHT",141.6389,-122.3036,90.0000,top
"C69","1.0uF","0402-TIGHT",141.5279,-132.5556,-90.0000,top
"C70","0.1uF","0402-TIGHT",136.4869,-134.8686,-90.0000,top
"C71","15pF","0402-TIGHT",131.0729,-134.0866,180.0000,top
"C72","3.0nF","0402-TIGHT",132.6539,-122.7956,0.0000,top
"C73","12pF","0402-TIGHT",135.0029,-122.2956,-90.0000,top
"C74","12pF","0402-TIGHT",139.0179,-122.2956,90.0000,top
"C75","10nF","0402-TIGHT",132.6539,-121.7896,180.0000,top
"C76","15pF","0402-TIGHT",129.0409,-134.0866,0.0000,top
"C79","DNP","0402-TIGHT",130.0569,-126.6190,90.0000,top
"C80","DNP","0402-TIGHT",132.8763,-126.5936,90.0000,top
"C81","270pF","0402-TIGHT",153.4554,-128.5054,0.0000,top
"C82","0.1uF","0402-TIGHT",163.1014,-122.3036,90.0000,top
"C83","100pF","0402-TIGHT",156.5824,-122.2936,90.0000,top
"C84","270pF","0402-TIGHT",153.4554,-129.5302,180.0000,top
"C85","0.1uF","0402-TIGHT",153.7244,-123.2306,90.0000,top
"C88","0.1uF","0402-TIGHT",164.1484,-122.3036,90.0000,top
"C89","1.0uF","0402-TIGHT",164.0374,-132.5556,-90.0000,top
