"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C38,C41,C12,C7,C25,C37,C42,C33,C23,C6,C27,C8,C43,C19,C1,C11,C52,C39,C15,C13,C53,C14,C51,C47,C56,C26,C28,C40,C20,C48,C24,C34,C55,C10,C29,C54";"0603-CAP";36;"0.1uF";;;
2;"U5,U23,U14,U32";"SSOP28DB";4;"FT232RLSSOP";;;
3;"U3,U22,U13,U31";"C2031N-1A2-B10K-GP";4;"10K_LINEAR_SLIDE_POT_SMALL";;;
4;"LED12,LED14,LED11,LED17,LED4,LED2,LED28,LED24,LED25,LED18,LED27,LED20,LED13,LED21,LED10,LED1,LED26,LED19,LED3,LED5";"LED-1206";20;"White";;;
5;"R90,R24,R44,R39,R14,R91,R35,R2,R36,R26,R33,R68,R83,R23,R92,R81,R67,R66,R86,R62,R4,R59,R60,R42,R27,R84,R3,R57,R43,R63,R87,R38";"0603-RES";32;"10k";;;
6;"R88,R40,R13,R95,R6,R64,R89,R15,R72,R65,R41,R48,R7,R47,R96,R71";"0603-RES";16;"1k";;;
7;"R18,R76,R73,R12,R17,R78,R52,R51,R20,R75,R29,R10,R16,R8,R54,R9,R30,R53,R11,R49,R50,R28,R77,R74";"0603-RES";24;"300";;;
8;"R25,R69,R45,R93";"0603-RES";4;"2.2k";;;
9;"JP7,JP4,JP10,JP1";"JST-2-SMD";4;"LiPo";;;
10;"U30,U12,U21,U1";"SOT23-5";4;"MCP73831";;;
11;"S11,S7,S1,S15";"TACTILE_SWITCH_SMD";4;"Reset";;;
12;"U$5,U$1,U$3,U$2";"PLCC-6-LED";4;"LED-TRICOLOR";;;
13;"C5,C2,C17,C18,C45,C46,C32,C31";"0603-CAP";8;"4.7uF";;;
14;"D5,D7,D15,D4,D11,D10,D14,D6";"SOD-323";8;"";;;
15;"Y2,Y4,Y3,Y1";"RESONATOR-SMD";4;"8MHz";;;
16;"U9,U15,U33,U24";"MIC-9.7MM";4;"MIC9.7MM";;;
17;"U28,U10,U4,U19";"SOT23-3";4;"MCP9700";;;
18;"U2,U20,U29,U11";"TQFP32-08";4;"ATMEGA328";;;
19;"Q6,Q1,Q8,Q4";"SOT23";4;"MOSFET-N";;;
20;"S2,S4,S9,S13";"AYZ0202";4;"";;;
21;"FID1,FID6,FID4,FID7,FID2,FID3,FID8,FID5";"FIDUCIAL-1X2";8;"FIDUCIAL1X2";;;
22;"R37,R61,R58,R34,R5,R1,R82,R85";"0603-RES";8;"330";;;
23;"STANDOFF14,STANDOFF8,STANDOFF2,STANDOFF10,STANDOFF6,STANDOFF13,STANDOFF9,STANDOFF4,STANDOFF11,STANDOFF3,STANDOFF1,STANDOFF7,STANDOFF12,STANDOFF16,STANDOFF15,STANDOFF5";"STAND-OFF";16;"STAND-OFF";;;
24;"U17,U26,U35,U7";"SOT23-5";4;"V_REG_MIC52053.3V";;;
25;"F3,F8,F7,F5,F1,F2,F4,F6";"PTC-1206";8;"PTCSMD";;;
26;"S6,S3,S10,S14";"AYZ0202";4;"On/Off";;;
27;"LED6,LED8,LED22,LED15";"LED-0603";4;"Red";;;
28;"S8,S5,S12,S16";"TACTILE_SWITCH_TALL";4;"SWITCH-MOMENTARY-2SMD-4";;;
29;"Q5,Q3,Q7,Q2";"SOT23-3";4;"MOSFET-P";;;
30;"X3,X2,X1,X4";"USB-MINIB";4;"USBSMD";;;
31;"R46,R22,R94,R70";"0603-RES";4;"100k";;;
32;"JP2,JP11,JP5,JP8";"1X03_SMD_RA_FEMALE";4;"1x3 RA Female .1"";;;
33;"U6,U36,U27,U18";"ALS-PT19";4;"LIGHTSENSORALS";;;
34;"R80,R55,R21,R31,R19,R32,R56,R79";"0603-RES";8;"100";;;
35;"U8,U34,U25,U16";"SO08";4;"LMV358SOIC";;;
36;"D3,D9,D1,D13";"LED-0603";4;"Yellow";;;
37;"C21,C49,C4,C35";"0603-CAP";4;"1.0uF";;;
38;"LED23,LED16,LED7,LED9";"LED-0603";4;"Green";;;
39;"C44,C16,C3,C30";"EIA3528";4;"47uF";;;
40;"JP3,JP9,JP12,JP6";"1X04_SMD_STRAIGHT_COMBO";4;"";;;
41;"C22,C50,C36,C9";"EIA3216";4;"10uF";;;
42;"E$4,E$5";"FIDUCIAL-1X2";2;"";;;
43;"J2,J1,J4,J3";"2X3-NS";4;"AVR_SPI_PRG_6NS";;;
44;"D2,D16,D12,D8";"LED-1206";4;"RED";;;
45;"E$1";"FIDUCIAL-1.5X3";1;"";;;
