Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,M01PTH,JP1,M01PTH,1X01,1, ,
2,,M06SIP,JP2,M06SIP,1X06,1, ,
3,,LS20126,U1,LS20126,LS20126,1, ,
4,,CREATIVE_COMMONS,U$1,CREATIVE_COMMONS,CREATIVE_COMMONS,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-05
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,4
Component Count:,4 (0 SMD/ 0 THT)
Fitted Components:,4 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,4
