Ref,Val,Package,PosX,PosY,Rot,Side
"C5","1.0uF","0805-CAP",144.5641,-102.2731,180.0000,top
"C6","2.2uF","0603-CAP",144.6911,-108.4961,180.0000,top
"D1","BLUE","LED-0603",143.8021,-93.6371,0.0000,top
"FD1","FIDUCIALUFIDUCIAL","MICRO-FIDUCIAL",142.1511,-118.0211,0.0000,top
"FD2","FIDUCIALUFIDUCIAL","MICRO-FIDUCIAL",156.5021,-86.2711,0.0000,top
"FRAME1","FRAME-LETTER","CREATIVE_COMMONS",115.9129,-142.3797,0.0000,top
"J1","MICROSD_TINY","MICROSD_TINY",142.9131,-116.8781,0.0000,top
"J2","","1X12_NO_SILK",140.8811,-116.7511,90.0000,top
"J3","","1X12_NO_SILK",156.1211,-116.7511,90.0000,top
"J4","","1X06_NO_SILK",154.8511,-86.2711,180.0000,top
"J5","","1X02_NO_SILK",146.2151,-96.8121,90.0000,top
"LOGO3","SFE_LOGO_FLAME.1_INCH","SFE_LOGO_FLAME_.1",151.0411,-109.5121,0.0000,top
"R1","470","0603-RES",143.8021,-96.9391,-90.0000,top
"S1","DPDT","AYZ0202",150.7871,-97.9551,90.0000,top
"U1","GP735","GP735",151.0411,-90.7161,0.0000,top
"U2","TXB0108","UFDFN-20",149.6441,-105.8291,-90.0000,top
"U3","AP2112K-3.3V","SOT23-5",144.5641,-105.5751,180.0000,top
