Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,M06SIP,SL1,M06SIP,1X06,1, ,
2,,AVR_SPI_PRG_6PTH,U$2,AVR_SPI_PRG_6PTH,2X3,1, ,
3,,AVR_SPI_PROG,U$1,AVR_SPI_PROG,AVR_ICSP,1, ,
4,,LOGO-SFENEW,U$3,LOGO-SFENEW,SFE-NEW-WEBLOGO,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-55-58
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,4
Component Count:,4 (0 SMD/ 0 THT)
Fitted Components:,4 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,4
