Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP0603-CAP,C1,0.1uF,0603-CAP,1, ,
2,,CAP_POL1206,C2,10uF,EIA3216,1, ,
3,,FRAME-LETTER,FRAME1,FRAME-LETTER,CREATIVE_COMMONS,1, ,
4,,M10{dblquote},JP1 JP2,M10{dblquote},1X10,2, ,
5,,OSHW-LOGOS,LOGO1,OSHW-LOGOS,OSHW-LOGO-S,1, ,
6,,BLUETOOTH-RN41{dblquote},U1,BLUETOOTH-RN41{dblquote},RN41,1, ,
7,,LOGO-SFENEW,U$1,LOGO-SFENEW,SFE-NEW-WEBLOGO,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-06_12-56-00
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,7
Component Count:,8 (0 SMD/ 0 THT)
Fitted Components:,8 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,8
