Ref,Val,Package,PosX,PosY,Rot,Side
"E$2","","FIDUCIAL-1X2",88.3691,-41.2737,180.0000,bottom
"E$4","","FIDUCIAL-1X2",208.6331,-41.2737,180.0000,bottom
"E$6","","FIDUCIAL-1.5X3",88.3691,-168.7335,180.0000,bottom
"FD3","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",127.9922,-170.0835,-90.0000,bottom
"FD4","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",91.9922,-111.0835,-90.0000,bottom
"FD7","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",166.5011,-170.0835,-90.0000,bottom
"FD8","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",130.5011,-111.0835,-90.0000,bottom
"FD11","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",205.0075,-170.0835,-90.0000,bottom
"FD12","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",169.0075,-111.0835,-90.0000,bottom
"FD15","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",91.9947,-39.9237,90.0000,bottom
"FD16","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",127.9947,-98.9237,90.0000,bottom
"FD19","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",130.5011,-39.9237,90.0000,bottom
"FD20","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",166.5011,-98.9237,90.0000,bottom
"FD23","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",169.0100,-39.9237,90.0000,bottom
"FD24","FIDUCIALUFIDUCIAL","FIDUCIAL-MICRO",205.0100,-98.9237,90.0000,bottom
"ISO1","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",97.9422,-125.0835,180.0000,bottom
"ISO2","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",97.9422,-122.0835,180.0000,bottom
"ISO3","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",136.4511,-125.0835,180.0000,bottom
"ISO4","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",136.4511,-122.0835,180.0000,bottom
"ISO5","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",174.9575,-125.0835,180.0000,bottom
"ISO6","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",174.9575,-122.0835,180.0000,bottom
"ISO7","JUMPER-COMBO_2_NC_TRACE","COMBO-JUMPER_2_NC_TRACE",122.0447,-84.9237,0.0000,bottom
