"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"REF**,REF**,REF**";"LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm";3;"LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm";;;
