Ref,Val,Package,PosX,PosY,Rot,Side
"C2","10n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",68.0000,-100.0000,90.0000,top
"C3","10n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",68.0000,-112.0000,-90.0000,top
"C4","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",56.0000,-120.5000,90.0000,top
"C5","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",66.0000,-143.0000,-90.0000,top
"C6","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",62.5000,-126.0000,90.0000,top
"C7","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",58.5000,-120.5000,90.0000,top
"C8","1u/250V","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",94.0000,-116.5000,-90.0000,top
"C9","10n/250V","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",90.0000,-116.3625,-90.0000,top
"C10","10n/250V","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",90.0000,-95.5000,90.0000,top
"C11","1u/250V","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",94.0000,-95.5000,90.0000,top
"C12","TBD","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",89.0000,-105.6375,90.0000,top
"C13","TBD","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",93.0000,-105.5000,90.0000,top
"C14","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",126.8625,-87.0500,0.0000,top
"C15","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",126.8625,-92.0000,0.0000,top
"C16","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",127.1375,-117.0500,0.0000,top
"C17","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",127.1375,-122.0000,0.0000,top
"C18","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",126.8625,-97.0500,0.0000,top
"C19","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",126.8625,-102.0000,0.0000,top
"C20","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",126.8625,-107.0500,0.0000,top
"C21","100n","C_1812_4532Metric_Pad1.57x3.40mm_HandSolder",126.8625,-112.0000,0.0000,top
"C22","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",63.0000,-143.0000,-90.0000,top
"C23","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",53.0000,-144.5000,180.0000,top
"C24","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",62.0000,-148.0000,90.0000,top
"C25","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",66.5000,-150.0000,180.0000,top
"C26","10u","CP_EIA-7343-31_Kemet-D_Pad2.25x2.55mm_HandSolder",73.0000,-155.5000,-90.0000,top
"C27","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",86.0000,-156.0000,-90.0000,top
"C28","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.0000,-151.0375,90.0000,top
"C29","220u","C_Elec_8x10.2",93.0000,-158.0000,-90.0000,top
"C30","10n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",73.5000,-164.5000,90.0000,top
"C31","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",80.8000,-147.0000,180.0000,top
"C32","22u/63V","C_2220_5650Metric_Pad1.97x5.40mm_HandSolder",164.5000,-131.5000,90.0000,top
"C33","330u/63V","CP_Elec_18x17.5",135.6000,-158.4000,-90.0000,top
"C34","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",168.2000,-157.2000,-90.0000,top
"C35","100n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",166.0000,-157.3625,-90.0000,top
"C36","1n","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",147.8375,-151.4000,180.0000,top
"C37","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",147.8000,-153.6000,180.0000,top
"D2","CDSOD323-TC15","D_SOD-323_HandSoldering",54.0000,-106.0000,90.0000,top
"D3","BAS16J","D_SOD-323_HandSoldering",54.0000,-120.5000,-90.0000,top
"D4","BAS16J","D_SOD-323_HandSoldering",60.5000,-120.5000,-90.0000,top
"D5","CDSOD323-TC03","D_SOD-323_HandSoldering",66.5000,-81.5000,-90.0000,top
"D6","CDSOD323-TC03","D_SOD-323_HandSoldering",66.0000,-130.5000,-90.0000,top
"D7","BAS16J","D_SOD-323_HandSoldering",55.0000,-150.0000,90.0000,top
"IC2","ACHS-7123-000E","SOIC-8_3.9x4.9mm_P1.27mm",154.1625,-151.7350,180.0000,top
"J1","Conn_Coaxial","SMA_PINS",54.5000,-88.9989,0.0000,top
"J2","Conn_Coaxial","SMA_PINS",165.5000,-88.7500,180.0000,top
"J3","Conn_02x03_Odd_Even","PinHeader_2x03_P2.54mm_Vertical_SMD",81.5000,-163.2400,0.0000,top
"J5","Wurth Redcube 7461057","7461057",162.3600,-147.6600,0.0000,top
"J6","Phoenix/1711725","1711725",107.0000,-163.0000,180.0000,top
"J7","Wurth Redcube 7461057","7461057",152.2200,-162.4600,0.0000,top
"L2","2743021447","Fair-Rite_2743021447",60.0000,-137.0000,-90.0000,top
"L3","2743021447","Fair-Rite_2743021447",82.5000,-152.0000,180.0000,top
"L4","FT82-61?","T50_V_smd",149.0000,-138.0000,180.0000,top
"Q1","MRF300AN tab dwn","TO-247-3_Horizontal_TabDown",73.5500,-94.6525,0.0000,top
"Q2","MRF300BN tab up","TO-247-3_Horizontal_TabUp",73.5500,-116.8475,0.0000,top
"Q4","BSS84","SOT-23",58.5000,-148.0000,90.0000,top
"R2","5R6","R_1812_4532Metric_Pad1.30x3.40mm_HandSolder",66.5000,-106.0000,-90.0000,top
"R3","22R","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",64.5000,-95.5000,180.0000,top
"R4","220R","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",52.0000,-120.0000,-90.0000,top
"R5","NTC10K","R_MELF_MMB-0207",74.0000,-147.0000,0.0000,top
