Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet,manf#
1,Unpolarized capacitor,C,C1 C2,10uF,C_0805_2012Metric_Pad1.15x1.40mm_HandSolder,2, ,~,885012107004
2,Light emitting diode,LED,D1 D2,LED,LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder,2, ,~,
3,"Generic connector, single row, 01x01, script generated (kicad-library-utils/schlib/autogen/connector/)",Conn_01x01_Female,J1 J2 J3 J4,Vcc,PinHeader_1x01_P2.54mm_Vertical,4, ,~,
4,Resistor,R,R1,330,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,1, ,~,CRCW0805330RFKEAC
5,Resistor,R,R3,1k,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,1, ,~,ESR10EZPJ102
6,Resistor,R,R4,2.5K,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,1, ,~,CR0805-FX-2491ELF
7,Resistor,R,R2,10k,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,1, ,~,ESR10EZPJ103
8,"Single cell, Li-Ion/Li-Po charge management controller, 4.20V, Tri-State Status Output, in SOT23-5 package",MCP73831-2-OT,U1,MCP73831-2-OT,SOT-23-5,1, ,http://ww1.microchip.com/downloads/en/DeviceDoc/20001984g.pdf,MCP73831T-5ACI/OT





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-02_17-08-57
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,13 (9 SMD/ 4 THT)
Fitted Components:,13 (9 SMD/ 4 THT)
Number of PCBs:,1
Total Components:,13
