"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C6,C5,C4,C3,C2,C1";"C_0603_1608Metric";6;"C";;;
2;"D6,D5,D4,D3,D2,D1";"LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm";6;"WS2812B";;;
