Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,M05PTH,JP1,M05PTH,1X05,1, ,
2,,LOGO-SFENEW,U$6,LOGO-SFENEW,SFE-NEW-WEBLOGO,1, ,
3,,STAND-OFF,U$2 U$3 U$4 U$5,STAND-OFF,STAND-OFF,4, ,
4,,USB-MINIB-5PIN,U$1,USB-MINIB-5PIN,USB-MINIB,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-02_17-08-59
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,4
Component Count:,7 (0 SMD/ 0 THT)
Fitted Components:,7 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,7
