"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J89,J22,J50,J14,J46,J30,J41,J78,J21,J5,J2,J105,J58,J33,J34,J82,J70,J61,J77,J101,J98,J37,J6,J93,J73,J26,J10,J81,J1,J86,J49,J65,J97,J25,J38,J102,J62,J66,J53,J18,J54,J45,J94,J69,J90,J57,J9,J85,J74,J17,J42,J13,J106,J29";"1X04_1MM_RA";54;"";;;
2;"C24,C7,C23,C10,C1,C19,C26,C17,C11,C15,C12,C14,C3,C4,C25,C16,C8,C13,C21,C27,C20,C2,C9,C5,C22,C18,C6";"0603";27;"0.1uF";;;
3;"U$177,U$296,U$415,U$347,U$330,U$279,U$228,U$58,U$75,U$381,U$364,U$143,U$126,U$24,U$92,U$398,U$194,U$449,U$109,U$41,U$160,U$211,U$262,U$432,U$9,U$245,U$313,U$348,U$365,U$382,U$93,U$263,U$76,U$433,U$110,U$229,U$331,U$161,U$416,U$178,U$246,U$10,U$212,U$399,U$59,U$127,U$297,U$144,U$280,U$450,U$25,U$195,U$42,U$314";"SCL";54;"";;;
4;"@HOLE156,@HOLE37,@HOLE20,@HOLE40,@HOLE101,@HOLE32,@HOLE14,@HOLE8,@HOLE9,@HOLE51,@HOLE115,@HOLE123,@HOLE95,@HOLE154,@HOLE143,@HOLE30,@HOLE88,@HOLE133,@HOLE55,@HOLE82,@HOLE85,@HOLE49,@HOLE83,@HOLE157,@HOLE42,@HOLE12,@HOLE1,@HOLE4,@HOLE98,@HOLE56,@HOLE140,@HOLE41,@HOLE48,@HOLE74,@HOLE33,@HOLE86,@HOLE118,@HOLE24,@HOLE62,@HOLE73,@HOLE160,@HOLE111,@HOLE110,@HOLE139,@HOLE130,@HOLE146,@HOLE18,@HOLE5,@HOLE141,@HOLE71,@HOLE13,@HOLE77,@HOLE94,@HOLE113,@HOLE22,@HOLE59,@HOLE28,@HOLE125,@HOLE147,@HOLE96,@HOLE10,@HOLE159,@HOLE25,@HOLE112,@HOLE69,@HOLE70,@HOLE150,@HOLE87,@HOLE36,@HOLE99,@HOLE26,@HOLE108,@HOLE106,@HOLE103,@HOLE6,@HOLE46,@HOLE81,@HOLE67,@HOLE114,@HOLE84,@HOLE44,@HOLE68,@HOLE89,@HOLE7,@HOLE129,@HOLE79,@HOLE34,@HOLE104,@HOLE131,@HOLE29,@HOLE50,@HOLE64,@HOLE132,@HOLE138,@HOLE135,@HOLE155,@HOLE149,@HOLE126,@HOLE151,@HOLE54,@HOLE102,@HOLE148,@HOLE107,@HOLE137,@HOLE57,@HOLE60,@HOLE144,@HOLE45,@HOLE61,@HOLE78,@HOLE31,@HOLE142,@HOLE38,@HOLE158,@HOLE109,@HOLE15,@HOLE93,@HOLE63,@HOLE65,@HOLE19,@HOLE23,@HOLE72,@HOLE27,@HOLE21,@HOLE134,@HOLE105,@HOLE145,@HOLE124,@HOLE90,@HOLE122,@HOLE2,@HOLE16,@HOLE47,@HOLE136,@HOLE117,@HOLE116,@HOLE152,@HOLE120,@HOLE58,@HOLE75,@HOLE0,@HOLE127,@HOLE53,@HOLE52,@HOLE11,@HOLE91,@HOLE128,@HOLE97,@HOLE119,@HOLE153,@HOLE66,@HOLE3,@HOLE121,@HOLE43,@HOLE100,@HOLE35,@HOLE161,@HOLE92,@HOLE17,@HOLE39,@HOLE80,@HOLE76";"";162;"";;;
5;"R135,R177,R170,R8,R43,R134,R113,R156,R71,R121,R106,R99,R65,R58,R114,R142,R22,R141,R50,R128,R44,R169,R4,R120,R86,R78,R85,R100,R155,R30,R184,R149,R51,R64,R176,R57,R15,R93,R92,R36,R29,R9,R163,R37,R23,R3,R127,R162,R183,R107,R148,R79,R72,R16";"0603";54;"100k";;;
6;"U48,U46,U32,U8,U42,U3,U10,U54,U6,U16,U50,U44,U18,U12,U24,U38,U40,U22,U30,U1,U14,U28,U20,U52,U26,U34,U36";"MSOP10";27;"ADS1015";;;
7;"FD85,FD69,FD19,FD59,FD61,FD67,FD71,FD17,FD89,FD9,FD63,FD31,FD79,FD103,FD57,FD105,FD77,FD91,FD33,FD47,FD11,FD43,FD1,FD81,FD13,FD87,FD7,FD97,FD93,FD83,FD95,FD49,FD25,FD5,FD65,FD39,FD75,FD41,FD55,FD27,FD107,FD45,FD21,FD53,FD73,FD15,FD35,FD3,FD101,FD23,FD37,FD29,FD51,FD99,FD46,FD44,FD84,FD90,FD78,FD24,FD22,FD40,FD56,FD2,FD70,FD82,FD94,FD4,FD26,FD36,FD100,FD34,FD76,FD96,FD74,FD48,FD16,FD80,FD66,FD106,FD20,FD98,FD104,FD108,FD14,FD92,FD12,FD60,FD62,FD18,FD38,FD8,FD64,FD32,FD42,FD28,FD54,FD86,FD10,FD58,FD68,FD72,FD88,FD52,FD6,FD102,FD50,FD30";"FIDUCIAL-MICRO";108;"FIDUCIALUFIDUCIAL";;;
8;"R66,R151,R67,R115,R158,R59,R172,R178,R46,R108,R60,R94,R123,R136,R1,R81,R101,R186,R116,R129,R39,R185,R74,R80,R137,R102,R73,R17,R52,R18,R143,R53,R10,R31,R45,R122,R171,R25,R150,R179,R130,R144,R157,R38,R109,R2,R95,R165,R164,R32,R87,R88,R24,R11";"0603";54;"4.7k";;;
9;"JP40,JP7,JP10,JP1,JP13,JP52,JP4,JP70,JP79,JP22,JP16,JP31,JP43,JP46,JP34,JP28,JP73,JP61,JP37,JP19,JP76,JP67,JP58,JP49,JP55,JP25,JP64";"SMT-JUMPER_3_2-NC_TRACE_NO-SILK";27;"JUMPER-SMT_3_2-NC_TRACE_NO-SILK";;;
10;"R68,R33,R40,R96,R47,R159,R82,R138,R12,R180,R145,R131,R124,R166,R110,R152,R61,R5,R187,R173,R54,R19,R26,R117,R75,R89,R103";"0603";27;"1k";;;
