"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J1,J2,J3,J4,J5";"PinHeader_1x03_P2.54mm_Vertical";5;"Conn_01x03_Female";;;
2;"RV1,RV2,RV3,RV4,RV5";"Potentiometer_Bourns_PTV09A-1_Single_Vertical";5;"R_POT";;;
