Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0805-NOOUTLINE,C2,220pF,0805-NO,1, ,
2,,CAP_CERAMIC0805-NOOUTLINE,C4,1uF,0805-NO,1, ,
3,,MIC_I2S_SPH0645,IC1,MIC_I2S_SPH0645,SPH0645LM4H,1, ,
4,,HEADER-1X6ROUND,JP2,HEADER-1X6ROUND,1X06_ROUND,1, ,
5,,RESISTOR_0603_NOOUT,R1,68,0603-NO,1, ,
6,,RESISTOR_0603_NOOUT,R2,10k,0603-NO,1, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-22
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,6
Component Count:,6 (0 SMD/ 0 THT)
Fitted Components:,6 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,6
